txn_id,date,cust_id,product_id,quantity,unit_price,region
1013073,2024-05-16,C1453,P0137,18,8664,east
1013074,2024-05-16,C1494,P0150,1,8701,west
1013075,2024-05-16,C1035,P0163,4,8738,central
1013076,2024-05-16,C1076,P0176,7,8775,north
1013077,2024-05-16,C1117,P0189,10,8812,south
1013078,2024-05-16,C1158,P0002,13,8849,east
1013079,2024-05-16,C1199,P0015,16,8886,west
1013080,2024-05-16,C1240,P0028,19,8923,central
1013081,2024-05-16,C1281,P0041,2,8960,north
1013082,2024-05-16,C1322,P0054,5,8997,south
1013083,2024-05-16,C1363,P0067,8,9034,east
1013084,2024-05-16,C1404,P0080,11,9071,west
1013085,2024-05-16,C1445,P0093,14,9108,central
1013086,2024-05-16,C1486,P0106,17,9145,north
1013087,2024-05-16,C1027,P0119,20,9182,south
1013088,2024-05-16,C1068,P0132,3,9219,east
1013089,2024-05-16,C1109,P0145,6,9256,west
1013090,2024-05-16,C1150,P0158,9,9293,central
1013091,2024-05-16,C1191,P0171,12,9330,north
1013092,2024-05-16,C1232,P0184,15,9367,south
1013093,2024-05-16,C1273,P0197,18,9404,east
1013094,2024-05-16,C1314,P0010,1,9441,west
1013095,2024-05-16,C1355,P0023,4,9478,central
1013096,2024-05-16,C1396,P0036,7,9515,north
1013097,2024-05-16,C1437,P0049,10,9552,south
1013098,2024-05-16,C1478,P0062,13,9589,east
1013099,2024-05-16,C1019,P0075,16,9626,west
1013100,2024-05-16,C1060,P0088,19,9663,central
1013101,2024-05-16,C1101,P0101,2,9700,north
1013102,2024-05-16,C1142,P0114,5,9737,south
1013103,2024-05-16,C1183,P0127,8,9774,east
1013104,2024-05-16,C1224,P0140,11,9811,west
1013105,2024-05-16,C1265,P0153,14,9848,central
1013106,2024-05-16,C1306,P0166,17,9885,north
1013107,2024-05-16,C1347,P0179,20,9922,south
1013108,2024-05-16,C1388,P0192,3,9959,east
1013109,2024-05-16,C1429,P0005,6,9996,west
1013110,2024-05-16,C1470,P0018,9,133,central
1013111,2024-05-16,C1011,P0031,12,170,north
1013112,2024-05-16,C1052,P0044,15,207,south
1013113,2024-05-16,C1093,P0057,18,244,east
1013114,2024-05-16,C1134,P0070,1,281,west
1013115,2024-05-16,C1175,P0083,4,318,central
1013116,2024-05-16,C1216,P0096,7,355,north
1013117,2024-05-16,C1257,P0109,10,392,south
1013118,2024-05-16,C1298,P0122,13,429,east
1013119,2024-05-16,C1339,P0135,16,466,west
1013120,2024-05-16,C1380,P0148,19,503,central
1013121,2024-05-16,C1421,P0161,2,540,north
1013122,2024-05-16,C1462,P0174,5,577,south
1013123,2024-05-16,C1003,P0187,8,614,east
1013124,2024-05-16,C1044,P0200,11,651,west
1013125,2024-05-16,C1085,P0013,14,688,central
1013126,2024-05-16,C1126,P0026,17,725,north
1013127,2024-05-16,C1167,P0039,20,762,south
1013128,2024-05-16,C1208,P0052,3,799,east
1013129,2024-05-16,C1249,P0065,6,836,west
1013130,2024-05-16,C1290,P0078,9,873,central
1013131,2024-05-16,C1331,P0091,12,910,north
1013132,2024-05-16,C1372,P0104,15,947,south
1013133,2024-05-16,C1413,P0117,18,984,east
1013134,2024-05-16,C1454,P0130,1,1021,west
1013135,2024-05-16,C1495,P0143,4,1058,central
1013136,2024-05-16,C1036,P0156,7,1095,north
1013137,2024-05-16,C1077,P0169,10,1132,south
1013138,2024-05-16,C1118,P0182,13,1169,east
1013139,2024-05-16,C1159,P0195,16,1206,west
1013140,2024-05-16,C1200,P0008,19,1243,central
1013141,2024-05-16,C1241,P0021,2,1280,north
1013142,2024-05-16,C1282,P0034,5,1317,south
1013143,2024-05-16,C1323,P0047,8,1354,east
1013144,2024-05-16,C1364,P0060,11,1391,west
1013145,2024-05-16,C1405,P0073,14,1428,central
1013146,2024-05-16,C1446,P0086,17,1465,north
1013147,2024-05-16,C1487,P0099,20,1502,south
1013148,2024-05-16,C1028,P0112,3,1539,east
1013149,2024-05-16,C1069,P0125,6,1576,west
1013150,2024-05-16,C1110,P0138,9,1613,central
1013151,2024-05-16,C1151,P0151,12,1650,north
1013152,2024-05-16,C1192,P0164,15,1687,south
1013153,2024-05-17,C1233,P0177,18,1724,east
1013154,2024-05-17,C1274,P0190,1,1761,west
1013155,2024-05-17,C1315,P0003,4,1798,central
1013156,2024-05-17,C1356,P0016,7,1835,north
1013157,2024-05-17,C1397,P0029,10,1872,south
1013158,2024-05-17,C1438,P0042,13,1909,east
1013159,2024-05-17,C1479,P0055,16,1946,west
1013160,2024-05-17,C1020,P0068,19,1983,central
1013161,2024-05-17,C1061,P0081,2,2020,north
1013162,2024-05-17,C1102,P0094,5,2057,south
1013163,2024-05-17,C1143,P0107,8,2094,east
1013164,2024-05-17,C1184,P0120,11,2131,west
1013165,2024-05-17,C1225,P0133,14,2168,central
1013166,2024-05-17,C1266,P0146,17,2205,north
1013167,2024-05-17,C1307,P0159,20,2242,south
1013168,2024-05-17,C1348,P0172,3,2279,east
1013169,2024-05-17,C1389,P0185,6,2316,west
1013170,2024-05-17,C1430,P0198,9,2353,central
1013171,2024-05-17,C1471,P0011,12,2390,north
1013172,2024-05-17,C1012,P0024,15,2427,south
1013173,2024-05-17,C1053,P0037,18,2464,east
1013174,2024-05-17,C1094,P0050,1,2501,west
1013175,2024-05-17,C1135,P0063,4,2538,central
1013176,2024-05-17,C1176,P0076,7,2575,north
1013177,2024-05-17,C1217,P0089,10,2612,south
1013178,2024-05-17,C1258,P0102,13,2649,east
1013179,2024-05-17,C1299,P0115,16,2686,west
1013180,2024-05-17,C1340,P0128,19,2723,central
1013181,2024-05-17,C1381,P0141,2,2760,north
1013182,2024-05-17,C1422,P0154,5,2797,south
1013183,2024-05-17,C1463,P0167,8,2834,east
1013184,2024-05-17,C1004,P0180,11,2871,west
1013185,2024-05-17,C1045,P0193,14,2908,central
1013186,2024-05-17,C1086,P0006,17,2945,north
1013187,2024-05-17,C1127,P0019,20,2982,south
1013188,2024-05-17,C1168,P0032,3,3019,east
1013189,2024-05-17,C1209,P0045,6,3056,west
1013190,2024-05-17,C1250,P0058,9,3093,central
1013191,2024-05-17,C1291,P0071,12,3130,north
1013192,2024-05-17,C1332,P0084,15,3167,south
1013193,2024-05-17,C1373,P0097,18,3204,east
1013194,2024-05-17,C1414,P0110,1,3241,west
1013195,2024-05-17,C1455,P0123,4,3278,central
1013196,2024-05-17,C1496,P0136,7,3315,north
1013197,2024-05-17,C1037,P0149,10,3352,south
1013198,2024-05-17,C1078,P0162,13,3389,east
1013199,2024-05-17,C1119,P0175,16,3426,west
1013200,2024-05-17,C1160,P0188,19,3463,central
1013201,2024-05-17,C1201,P0001,2,3500,north
1013202,2024-05-17,C1242,P0014,5,3537,south
1013203,2024-05-17,C1283,P0027,8,3574,east
1013204,2024-05-17,C1324,P0040,11,3611,west
1013205,2024-05-17,C1365,P0053,14,3648,central
1013206,2024-05-17,C1406,P0066,17,3685,north
1013207,2024-05-17,C1447,P0079,20,3722,south
1013208,2024-05-17,C1488,P0092,3,3759,east
1013209,2024-05-17,C1029,P0105,6,3796,west
1013210,2024-05-17,C1070,P0118,9,3833,central
1013211,2024-05-17,C1111,P0131,12,3870,north
1013212,2024-05-17,C1152,P0144,15,3907,south
1013213,2024-05-17,C1193,P0157,18,3944,east
1013214,2024-05-17,C1234,P0170,1,3981,west
1013215,2024-05-17,C1275,P0183,4,4018,central
1013216,2024-05-17,C1316,P0196,7,4055,north
1013217,2024-05-17,C1357,P0009,10,4092,south
1013218,2024-05-17,C1398,P0022,13,4129,east
1013219,2024-05-17,C1439,P0035,16,4166,west
1013220,2024-05-17,C1480,P0048,19,4203,central
1013221,2024-05-17,C1021,P0061,2,4240,north
1013222,2024-05-17,C1062,P0074,5,4277,south
1013223,2024-05-17,C1103,P0087,8,4314,east
1013224,2024-05-17,C1144,P0100,11,4351,west
1013225,2024-05-17,C1185,P0113,14,4388,central
1013226,2024-05-17,C1226,P0126,17,4425,north
1013227,2024-05-17,C1267,P0139,20,4462,south
1013228,2024-05-17,C1308,P0152,3,4499,east
1013229,2024-05-17,C1349,P0165,6,4536,west
1013230,2024-05-17,C1390,P0178,9,4573,central
1013231,2024-05-17,C1431,P0191,12,4610,north
1013232,2024-05-17,C1472,P0004,15,4647,south
1013233,2024-05-17,C1013,P0017,18,4684,east
1013234,2024-05-17,C1054,P0030,1,4721,west
1013235,2024-05-17,C1095,P0043,4,4758,central
1013236,2024-05-17,C1136,P0056,7,4795,north
1013237,2024-05-17,C1177,P0069,10,4832,south
1013238,2024-05-17,C1218,P0082,13,4869,east
1013239,2024-05-17,C1259,P0095,16,4906,west
1013240,2024-05-17,C1300,P0108,19,4943,central
1013241,2024-05-17,C1341,P0121,2,4980,north
1013242,2024-05-17,C1382,P0134,5,5017,south
1013243,2024-05-17,C1423,P0147,8,5054,east
1013244,2024-05-17,C1464,P0160,11,5091,west
1013245,2024-05-17,C1005,P0173,14,5128,central
1013246,2024-05-17,C1046,P0186,17,5165,north
1013247,2024-05-17,C1087,P0199,20,5202,south
1013248,2024-05-17,C1128,P0012,3,5239,east
1013249,2024-05-18,C1169,P0025,6,5276,west
1013250,2024-05-18,C1210,P0038,9,5313,central
1013251,2024-05-18,C1251,P0051,12,5350,north
1013252,2024-05-18,C1292,P0064,15,5387,south
1013253,2024-05-18,C1333,P0077,18,5424,east
1013254,2024-05-18,C1374,P0090,1,5461,west
1013255,2024-05-18,C1415,P0103,4,5498,central
1013256,2024-05-18,C1456,P0116,7,5535,north
1013257,2024-05-18,C1497,P0129,10,5572,south
1013258,2024-05-18,C1038,P0142,13,5609,east
1013259,2024-05-18,C1079,P0155,16,5646,west
1013260,2024-05-18,C1120,P0168,19,5683,central
1013261,2024-05-18,C1161,P0181,2,5720,north
1013262,2024-05-18,C1202,P0194,5,5757,south
1013263,2024-05-18,C1243,P0007,8,5794,east
1013264,2024-05-18,C1284,P0020,11,5831,west
1013265,2024-05-18,C1325,P0033,14,5868,central
1013266,2024-05-18,C1366,P0046,17,5905,north
1013267,2024-05-18,C1407,P0059,20,5942,south
1013268,2024-05-18,C1448,P0072,3,5979,east
1013269,2024-05-18,C1489,P0085,6,6016,west
1013270,2024-05-18,C1030,P0098,9,6053,central
1013271,2024-05-18,C1071,P0111,12,6090,north
1013272,2024-05-18,C1112,P0124,15,6127,south
1013273,2024-05-18,C1153,P0137,18,6164,east
1013274,2024-05-18,C1194,P0150,1,6201,west
1013275,2024-05-18,C1235,P0163,4,6238,central
1013276,2024-05-18,C1276,P0176,7,6275,north
1013277,2024-05-18,C1317,P0189,10,6312,south
1013278,2024-05-18,C1358,P0002,13,6349,east
1013279,2024-05-18,C1399,P0015,16,6386,west
1013280,2024-05-18,C1440,P0028,19,6423,central
1013281,2024-05-18,C1481,P0041,2,6460,north
1013282,2024-05-18,C1022,P0054,5,6497,south
1013283,2024-05-18,C1063,P0067,8,6534,east
1013284,2024-05-18,C1104,P0080,11,6571,west
1013285,2024-05-18,C1145,P0093,14,6608,central
1013286,2024-05-18,C1186,P0106,17,6645,north
1013287,2024-05-18,C1227,P0119,20,6682,south
1013288,2024-05-18,C1268,P0132,3,6719,east
1013289,2024-05-18,C1309,P0145,6,6756,west
1013290,2024-05-18,C1350,P0158,9,6793,central
1013291,2024-05-18,C1391,P0171,12,6830,north
1013292,2024-05-18,C1432,P0184,15,6867,south
1013293,2024-05-18,C1473,P0197,18,6904,east
1013294,2024-05-18,C1014,P0010,1,6941,west
1013295,2024-05-18,C1055,P0023,4,6978,central
1013296,2024-05-18,C1096,P0036,7,7015,north
1013297,2024-05-18,C1137,P0049,10,7052,south
1013298,2024-05-18,C1178,P0062,13,7089,east
1013299,2024-05-18,C1219,P0075,16,7126,west
1013300,2024-05-18,C1260,P0088,19,7163,central
1013301,2024-05-18,C1301,P0101,2,7200,north
1013302,2024-05-18,C1342,P0114,5,7237,south
1013303,2024-05-18,C1383,P0127,8,7274,east
1013304,2024-05-18,C1424,P0140,11,7311,west
1013305,2024-05-18,C1465,P0153,14,7348,central
1013306,2024-05-18,C1006,P0166,17,7385,north
1013307,2024-05-18,C1047,P0179,20,7422,south
1013308,2024-05-18,C1088,P0192,3,7459,east
1013309,2024-05-18,C1129,P0005,6,7496,west
1013310,2024-05-18,C1170,P0018,9,7533,central
1013311,2024-05-18,C1211,P0031,12,7570,north
1013312,2024-05-18,C1252,P0044,15,7607,south
1013313,2024-05-18,C1293,P0057,18,7644,east
1013314,2024-05-18,C1334,P0070,1,7681,west
1013315,2024-05-18,C1375,P0083,4,7718,central
1013316,2024-05-18,C1416,P0096,7,7755,north
1013317,2024-05-18,C1457,P0109,10,7792,south
1013318,2024-05-18,C1498,P0122,13,7829,east
1013319,2024-05-18,C1039,P0135,16,7866,west
1013320,2024-05-18,C1080,P0148,19,7903,central
1013321,2024-05-18,C1121,P0161,2,7940,north
1013322,2024-05-18,C1162,P0174,5,7977,south
1013323,2024-05-18,C1203,P0187,8,8014,east
1013324,2024-05-18,C1244,P0200,11,8051,west
1013325,2024-05-18,C1285,P0013,14,8088,central
1013326,2024-05-18,C1326,P0026,17,8125,north
1013327,2024-05-18,C1367,P0039,20,8162,south
1013328,2024-05-18,C1408,P0052,3,8199,east
1013329,2024-05-18,C1449,P0065,6,8236,west
1013330,2024-05-18,C1490,P0078,9,8273,central
1013331,2024-05-18,C1031,P0091,12,8310,north
1013332,2024-05-18,C1072,P0104,15,8347,south
1013333,2024-05-18,C1113,P0117,18,8384,east
1013334,2024-05-18,C1154,P0130,1,8421,west
1013335,2024-05-18,C1195,P0143,4,8458,central
1013336,2024-05-18,C1236,P0156,7,8495,north
1013337,2024-05-18,C1277,P0169,10,8532,south
1013338,2024-05-18,C1318,P0182,13,8569,east
1013339,2024-05-18,C1359,P0195,16,8606,west
1013340,2024-05-18,C1400,P0008,19,8643,central
1013341,2024-05-18,C1441,P0021,2,8680,north
1013342,2024-05-18,C1482,P0034,5,8717,south
1013343,2024-05-18,C1023,P0047,8,8754,east
1013344,2024-05-18,C1064,P0060,11,8791,west
1013345,2024-05-19,C1105,P0073,14,8828,central
1013346,2024-05-19,C1146,P0086,17,8865,north
1013347,2024-05-19,C1187,P0099,20,8902,south
1013348,2024-05-19,C1228,P0112,3,8939,east
1013349,2024-05-19,C1269,P0125,6,8976,west
1013350,2024-05-19,C1310,P0138,9,9013,central
1013351,2024-05-19,C1351,P0151,12,9050,north
1013352,2024-05-19,C1392,P0164,15,9087,south
1013353,2024-05-19,C1433,P0177,18,9124,east
1013354,2024-05-19,C1474,P0190,1,9161,west
1013355,2024-05-19,C1015,P0003,4,9198,central
1013356,2024-05-19,C1056,P0016,7,9235,north
1013357,2024-05-19,C1097,P0029,10,9272,south
1013358,2024-05-19,C1138,P0042,13,9309,east
1013359,2024-05-19,C1179,P0055,16,9346,west
1013360,2024-05-19,C1220,P0068,19,9383,central
1013361,2024-05-19,C1261,P0081,2,9420,north
1013362,2024-05-19,C1302,P0094,5,9457,south
1013363,2024-05-19,C1343,P0107,8,9494,east
1013364,2024-05-19,C1384,P0120,11,9531,west
1013365,2024-05-19,C1425,P0133,14,9568,central
1013366,2024-05-19,C1466,P0146,17,9605,north
1013367,2024-05-19,C1007,P0159,20,9642,south
1013368,2024-05-19,C1048,P0172,3,9679,east
1013369,2024-05-19,C1089,P0185,6,9716,west
1013370,2024-05-19,C1130,P0198,9,9753,central
1013371,2024-05-19,C1171,P0011,12,9790,north
1013372,2024-05-19,C1212,P0024,15,9827,south
1013373,2024-05-19,C1253,P0037,18,9864,east
1013374,2024-05-19,C1294,P0050,1,9901,west
1013375,2024-05-19,C1335,P0063,4,9938,central
1013376,2024-05-19,C1376,P0076,7,9975,north
1013377,2024-05-19,C1417,P0089,10,112,south
1013378,2024-05-19,C1458,P0102,13,149,east
1013379,2024-05-19,C1499,P0115,16,186,west
1013380,2024-05-19,C1040,P0128,19,223,central
1013381,2024-05-19,C1081,P0141,2,260,north
1013382,2024-05-19,C1122,P0154,5,297,south
1013383,2024-05-19,C1163,P0167,8,334,east
1013384,2024-05-19,C1204,P0180,11,371,west
1013385,2024-05-19,C1245,P0193,14,408,central
1013386,2024-05-19,C1286,P0006,17,445,north
1013387,2024-05-19,C1327,P0019,20,482,south
1013388,2024-05-19,C1368,P0032,3,519,east
1013389,2024-05-19,C1409,P0045,6,556,west
1013390,2024-05-19,C1450,P0058,9,593,central
1013391,2024-05-19,C1491,P0071,12,630,north
1013392,2024-05-19,C1032,P0084,15,667,south
1013393,2024-05-19,C1073,P0097,18,704,east
1013394,2024-05-19,C1114,P0110,1,741,west
1013395,2024-05-19,C1155,P0123,4,778,central
1013396,2024-05-19,C1196,P0136,7,815,north
1013397,2024-05-19,C1237,P0149,10,852,south
1013398,2024-05-19,C1278,P0162,13,889,east
1013399,2024-05-19,C1319,P0175,16,926,west
1013400,2024-05-19,C1360,P0188,19,963,central
1013401,2024-05-19,C1401,P0001,2,1000,north
1013402,2024-05-19,C1442,P0014,5,1037,south
1013403,2024-05-19,C1483,P0027,8,1074,east
1013404,2024-05-19,C1024,P0040,11,1111,west
1013405,2024-05-19,C1065,P0053,14,1148,central
1013406,2024-05-19,C1106,P0066,17,1185,north
1013407,2024-05-19,C1147,P0079,20,1222,south
1013408,2024-05-19,C1188,P0092,3,1259,east
1013409,2024-05-19,C1229,P0105,6,1296,west
1013410,2024-05-19,C1270,P0118,9,1333,central
1013411,2024-05-19,C1311,P0131,12,1370,north
1013412,2024-05-19,C1352,P0144,15,1407,south
1013413,2024-05-19,C1393,P0157,18,1444,east
1013414,2024-05-19,C1434,P0170,1,1481,west
1013415,2024-05-19,C1475,P0183,4,1518,central
1013416,2024-05-19,C1016,P0196,7,1555,north
1013417,2024-05-19,C1057,P0009,10,1592,south
1013418,2024-05-19,C1098,P0022,13,1629,east
1013419,2024-05-19,C1139,P0035,16,1666,west
1013420,2024-05-19,C1180,P0048,19,1703,central
1013421,2024-05-19,C1221,P0061,2,1740,north
1013422,2024-05-19,C1262,P0074,5,1777,south
1013423,2024-05-19,C1303,P0087,8,1814,east
1013424,2024-05-19,C1344,P0100,11,1851,west
1013425,2024-05-19,C1385,P0113,14,1888,central
1013426,2024-05-19,C1426,P0126,17,1925,north
1013427,2024-05-19,C1467,P0139,20,1962,south
1013428,2024-05-19,C1008,P0152,3,1999,east
1013429,2024-05-19,C1049,P0165,6,2036,west
1013430,2024-05-19,C1090,P0178,9,2073,central
1013431,2024-05-19,C1131,P0191,12,2110,north
1013432,2024-05-19,C1172,P0004,15,2147,south
1013433,2024-05-19,C1213,P0017,18,2184,east
1013434,2024-05-19,C1254,P0030,1,2221,west
1013435,2024-05-19,C1295,P0043,4,2258,central
1013436,2024-05-19,C1336,P0056,7,2295,north
1013437,2024-05-19,C1377,P0069,10,2332,south
1013438,2024-05-19,C1418,P0082,13,2369,east
1013439,2024-05-19,C1459,P0095,16,2406,west
1013440,2024-05-19,C1500,P0108,19,2443,central
1013441,2024-05-20,C1041,P0121,2,2480,north
1013442,2024-05-20,C1082,P0134,5,2517,south
1013443,2024-05-20,C1123,P0147,8,2554,east
1013444,2024-05-20,C1164,P0160,11,2591,west
1013445,2024-05-20,C1205,P0173,14,2628,central
1013446,2024-05-20,C1246,P0186,17,2665,north
1013447,2024-05-20,C1287,P0199,20,2702,south
1013448,2024-05-20,C1328,P0012,3,2739,east
1013449,2024-05-20,C1369,P0025,6,2776,west
1013450,2024-05-20,C1410,P0038,9,2813,central
1013451,2024-05-20,C1451,P0051,12,2850,north
1013452,2024-05-20,C1492,P0064,15,2887,south
1013453,2024-05-20,C1033,P0077,18,2924,east
1013454,2024-05-20,C1074,P0090,1,2961,west
1013455,2024-05-20,C1115,P0103,4,2998,central
1013456,2024-05-20,C1156,P0116,7,3035,north
1013457,2024-05-20,C1197,P0129,10,3072,south
1013458,2024-05-20,C1238,P0142,13,3109,east
1013459,2024-05-20,C1279,P0155,16,3146,west
1013460,2024-05-20,C1320,P0168,19,3183,central
1013461,2024-05-20,C1361,P0181,2,3220,north
1013462,2024-05-20,C1402,P0194,5,3257,south
1013463,2024-05-20,C1443,P0007,8,3294,east
1013464,2024-05-20,C1484,P0020,11,3331,west
1013465,2024-05-20,C1025,P0033,14,3368,central
1013466,2024-05-20,C1066,P0046,17,3405,north
1013467,2024-05-20,C1107,P0059,20,3442,south
1013468,2024-05-20,C1148,P0072,3,3479,east
1013469,2024-05-20,C1189,P0085,6,3516,west
1013470,2024-05-20,C1230,P0098,9,3553,central
1013471,2024-05-20,C1271,P0111,12,3590,north
1013472,2024-05-20,C1312,P0124,15,3627,south
1013473,2024-05-20,C1353,P0137,18,3664,east
1013474,2024-05-20,C1394,P0150,1,3701,west
1013475,2024-05-20,C1435,P0163,4,3738,central
1013476,2024-05-20,C1476,P0176,7,3775,north
1013477,2024-05-20,C1017,P0189,10,3812,south
1013478,2024-05-20,C1058,P0002,13,3849,east
1013479,2024-05-20,C1099,P0015,16,3886,west
1013480,2024-05-20,C1140,P0028,19,3923,central
1013481,2024-05-20,C1181,P0041,2,3960,north
1013482,2024-05-20,C1222,P0054,5,3997,south
1013483,2024-05-20,C1263,P0067,8,4034,east
1013484,2024-05-20,C1304,P0080,11,4071,west
1013485,2024-05-20,C1345,P0093,14,4108,central
1013486,2024-05-20,C1386,P0106,17,4145,north
1013487,2024-05-20,C1427,P0119,20,4182,south
1013488,2024-05-20,C1468,P0132,3,4219,east
1013489,2024-05-20,C1009,P0145,6,4256,west
1013490,2024-05-20,C1050,P0158,9,4293,central
1013491,2024-05-20,C1091,P0171,12,4330,north
1013492,2024-05-20,C1132,P0184,15,4367,south
1013493,2024-05-20,C1173,P0197,18,4404,east
1013494,2024-05-20,C1214,P0010,1,4441,west
1013495,2024-05-20,C1255,P0023,4,4478,central
1013496,2024-05-20,C1296,P0036,7,4515,north
1013497,2024-05-20,C1337,P0049,10,4552,south
1013498,2024-05-20,C1378,P0062,13,4589,east
1013499,2024-05-20,C1419,P0075,16,4626,west
1013500,2024-05-20,C1460,P0088,19,4663,central
1013501,2024-05-20,C1001,P0101,2,4700,north
1013502,2024-05-20,C1042,P0114,5,4737,south
1013503,2024-05-20,C1083,P0127,8,4774,east
1013504,2024-05-20,C1124,P0140,11,4811,west
1013505,2024-05-20,C1165,P0153,14,4848,central
1013506,2024-05-20,C1206,P0166,17,4885,north
1013507,2024-05-20,C1247,P0179,20,4922,south
1013508,2024-05-20,C1288,P0192,3,4959,east
1013509,2024-05-20,C1329,P0005,6,4996,west
1013510,2024-05-20,C1370,P0018,9,5033,central
1013511,2024-05-20,C1411,P0031,12,5070,north
1013512,2024-05-20,C1452,P0044,15,5107,south
1013513,2024-05-20,C1493,P0057,18,5144,east
1013514,2024-05-20,C1034,P0070,1,5181,west
1013515,2024-05-20,C1075,P0083,4,5218,central
1013516,2024-05-20,C1116,P0096,7,5255,north
1013517,2024-05-20,C1157,P0109,10,5292,south
1013518,2024-05-20,C1198,P0122,13,5329,east
1013519,2024-05-20,C1239,P0135,16,5366,west
1013520,2024-05-20,C1280,P0148,19,5403,central
1013521,2024-05-20,C1321,P0161,2,5440,north
1013522,2024-05-20,C1362,P0174,5,5477,south
1013523,2024-05-20,C1403,P0187,8,5514,east
1013524,2024-05-20,C1444,P0200,11,5551,west
1013525,2024-05-20,C1485,P0013,14,5588,central
1013526,2024-05-20,C1026,P0026,17,5625,north
1013527,2024-05-20,C1067,P0039,20,5662,south
1013528,2024-05-20,C1108,P0052,3,5699,east
1013529,2024-05-20,C1149,P0065,6,5736,west
1013530,2024-05-20,C1190,P0078,9,5773,central
1013531,2024-05-20,C1231,P0091,12,5810,north
1013532,2024-05-20,C1272,P0104,15,5847,south
1013533,2024-05-20,C1313,P0117,18,5884,east
1013534,2024-05-20,C1354,P0130,1,5921,west
1013535,2024-05-20,C1395,P0143,4,5958,central
1013536,2024-05-20,C1436,P0156,7,5995,north
1013537,2024-05-21,C1477,P0169,10,6032,south
1013538,2024-05-21,C1018,P0182,13,6069,east
1013539,2024-05-21,C1059,P0195,16,6106,west
1013540,2024-05-21,C1100,P0008,19,6143,central
1013541,2024-05-21,C1141,P0021,2,6180,north
1013542,2024-05-21,C1182,P0034,5,6217,south
1013543,2024-05-21,C1223,P0047,8,6254,east
1013544,2024-05-21,C1264,P0060,11,6291,west
1013545,2024-05-21,C1305,P0073,14,6328,central
1013546,2024-05-21,C1346,P0086,17,6365,north
1013547,2024-05-21,C1387,P0099,20,6402,south
1013548,2024-05-21,C1428,P0112,3,6439,east
1013549,2024-05-21,C1469,P0125,6,6476,west
1013550,2024-05-21,C1010,P0138,9,6513,central
1013551,2024-05-21,C1051,P0151,12,6550,north
1013552,2024-05-21,C1092,P0164,15,6587,south
1013553,2024-05-21,C1133,P0177,18,6624,east
1013554,2024-05-21,C1174,P0190,1,6661,west
1013555,2024-05-21,C1215,P0003,4,6698,central
1013556,2024-05-21,C1256,P0016,7,6735,north
1013557,2024-05-21,C1297,P0029,10,6772,south
1013558,2024-05-21,C1338,P0042,13,6809,east
1013559,2024-05-21,C1379,P0055,16,6846,west
1013560,2024-05-21,C1420,P0068,19,6883,central
1013561,2024-05-21,C1461,P0081,2,6920,north
1013562,2024-05-21,C1002,P0094,5,6957,south
1013563,2024-05-21,C1043,P0107,8,6994,east
1013564,2024-05-21,C1084,P0120,11,7031,west
1013565,2024-05-21,C1125,P0133,14,7068,central
1013566,2024-05-21,C1166,P0146,17,7105,north
1013567,2024-05-21,C1207,P0159,20,7142,south
1013568,2024-05-21,C1248,P0172,3,7179,east
1013569,2024-05-21,C1289,P0185,6,7216,west
1013570,2024-05-21,C1330,P0198,9,7253,central
1013571,2024-05-21,C1371,P0011,12,7290,north
1013572,2024-05-21,C1412,P0024,15,7327,south
1013573,2024-05-21,C1453,P0037,18,7364,east
1013574,2024-05-21,C1494,P0050,1,7401,west
1013575,2024-05-21,C1035,P0063,4,7438,central
1013576,2024-05-21,C1076,P0076,7,7475,north
1013577,2024-05-21,C1117,P0089,10,7512,south
1013578,2024-05-21,C1158,P0102,13,7549,east
1013579,2024-05-21,C1199,P0115,16,7586,west
1013580,2024-05-21,C1240,P0128,19,7623,central
1013581,2024-05-21,C1281,P0141,2,7660,north
1013582,2024-05-21,C1322,P0154,5,7697,south
1013583,2024-05-21,C1363,P0167,8,7734,east
1013584,2024-05-21,C1404,P0180,11,7771,west
1013585,2024-05-21,C1445,P0193,14,7808,central
1013586,2024-05-21,C1486,P0006,17,7845,north
1013587,2024-05-21,C1027,P0019,20,7882,south
1013588,2024-05-21,C1068,P0032,3,7919,east
1013589,2024-05-21,C1109,P0045,6,7956,west
1013590,2024-05-21,C1150,P0058,9,7993,central
1013591,2024-05-21,C1191,P0071,12,8030,north
1013592,2024-05-21,C1232,P0084,15,8067,south
1013593,2024-05-21,C1273,P0097,18,8104,east
1013594,2024-05-21,C1314,P0110,1,8141,west
1013595,2024-05-21,C1355,P0123,4,8178,central
1013596,2024-05-21,C1396,P0136,7,8215,north
1013597,2024-05-21,C1437,P0149,10,8252,south
1013598,2024-05-21,C1478,P0162,13,8289,east
1013599,2024-05-21,C1019,P0175,16,8326,west
1013600,2024-05-21,C1060,P0188,19,8363,central
1013601,2024-05-21,C1101,P0001,2,8400,north
1013602,2024-05-21,C1142,P0014,5,8437,south
1013603,2024-05-21,C1183,P0027,8,8474,east
1013604,2024-05-21,C1224,P0040,11,8511,west
1013605,2024-05-21,C1265,P0053,14,8548,central
1013606,2024-05-21,C1306,P0066,17,8585,north
1013607,2024-05-21,C1347,P0079,20,8622,south
1013608,2024-05-21,C1388,P0092,3,8659,east
1013609,2024-05-21,C1429,P0105,6,8696,west
1013610,2024-05-21,C1470,P0118,9,8733,central
1013611,2024-05-21,C1011,P0131,12,8770,north
